Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34
99,97,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,94,94,85,85,84,81,78,78,76,69,,,,,,,,,,,,,,,,,,,,,,,
95,94,94,85,85,84,81,78,78,76,69,,,,,,,,,,,,,,,,,,,,,,,
70,69,69,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,92,92,92,92,91,87,83,78,78,,,,,,,,,,,,,,,,,,,,,,,,
,92,92,92,92,91,87,83,78,78,,,,,,,,,,,,,,,,,,,,,,,,
98,92,92,92,92,91,87,83,78,78,,,,,,,,,,,,,,,,,,,,,,,,
98,97,95,93,91,81,79,78,75,75,,,,,,,,,,,,,,,,,,,,,,,,
98,97,95,93,91,81,79,78,75,75,,,,,,,,,,,,,,,,,,,,,,,,
98,97,95,93,91,81,79,78,75,75,,,,,,,,,,,,,,,,,,,,,,,,
98,97,95,93,91,81,79,78,75,75,,,,,,,,,,,,,,,,,,,,,,,,
98,69,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,69,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,69,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,98,94,93,93,93,86,85,,,,,,,,,,,,,,,,,,,,,,,,,,
94,94,94,92,92,92,92,92,92,92,91,91,,,,,,,,,,,,,,,,,,,,,,
94,94,94,92,92,92,92,92,92,92,91,91,,,,,,,,,,,,,,,,,,,,,,
73,73,71,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,76,76,74,74,71,66,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,76,76,74,74,71,66,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,83,83,74,74,71,63,,,,,,,,,,,,,,,,,,,,,,,,,,,
,94,92,90,90,87,87,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,97,81,79,78,75,75,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,97,96,93,93,84,84,83,78,76,76,,,,,,,,,,,,,,,,,,,,,,,
99,97,96,93,93,84,84,83,78,76,76,,,,,,,,,,,,,,,,,,,,,,,
99,97,96,93,93,84,84,83,78,76,76,,,,,,,,,,,,,,,,,,,,,,,
99,97,96,93,93,84,84,83,78,72,71,,,,,,,,,,,,,,,,,,,,,,,
99,97,96,93,93,84,84,83,78,72,71,,,,,,,,,,,,,,,,,,,,,,,
99,97,96,93,93,84,84,83,78,72,71,,,,,,,,,,,,,,,,,,,,,,,
99,97,95,94,94,88,81,78,77,69,68,,,,,,,,,,,,,,,,,,,,,,,
99,97,95,94,94,88,88,83,83,75,69,,,,,,,,,,,,,,,,,,,,,,,
99,97,95,94,94,88,88,83,83,75,69,,,,,,,,,,,,,,,,,,,,,,,
99,96,95,94,85,85,81,80,80,74,69,,,,,,,,,,,,,,,,,,,,,,,
98,98,97,97,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,97,97,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,97,97,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,97,97,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,98,97,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,98,97,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,98,97,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,98,98,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,98,98,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,97,96,96,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,98,98,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,97,96,96,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,97,96,96,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,98,96,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,98,98,97,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,98,98,97,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,97,97,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,97,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,99,93,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,99,93,91,80,72,70,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,99,93,91,80,72,70,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,99,93,91,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,97,90,80,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,97,97,90,90,84,84,83,67,,,,,,,,,,,,,,,,,,,,,,,,,
100,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97,90,90,84,84,83,77,75,,,,,,,,,,,,,,,,,,,,,,,,,
,97,90,90,84,84,83,71,71,,,,,,,,,,,,,,,,,,,,,,,,,
,97,90,90,84,84,83,71,71,,,,,,,,,,,,,,,,,,,,,,,,,
,97,90,90,84,84,83,71,71,,,,,,,,,,,,,,,,,,,,,,,,,
,97,90,90,84,84,83,71,71,,,,,,,,,,,,,,,,,,,,,,,,,
,97,90,90,84,84,83,71,71,,,,,,,,,,,,,,,,,,,,,,,,,
,97,90,90,84,84,83,71,71,,,,,,,,,,,,,,,,,,,,,,,,,
,97,90,90,84,84,83,71,71,,,,,,,,,,,,,,,,,,,,,,,,,
97,90,90,84,84,83,67,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,90,90,84,84,83,77,75,,,,,,,,,,,,,,,,,,,,,,,,,,
97,90,90,84,84,83,71,71,,,,,,,,,,,,,,,,,,,,,,,,,,
97,90,90,84,84,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,72,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,72,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,80,76,76,75,73,69,66,62,,,,,,,,,,,,,,,,,,,,,,,,,
88,80,76,76,75,73,69,66,62,,,,,,,,,,,,,,,,,,,,,,,,,
88,80,76,76,75,73,69,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,96,94,94,94,94,94,94,94,93,93,93,87,86,82,80,,,,,,,,,,,,,,,,,,
99,96,94,94,94,94,94,94,94,93,93,93,87,86,82,80,,,,,,,,,,,,,,,,,,
95,92,91,90,81,74,70,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,92,91,90,81,74,70,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,96,95,92,92,91,89,87,87,87,,,,,,,,,,,,,,,,,,,,,,,,
99,96,95,92,92,91,89,87,87,87,,,,,,,,,,,,,,,,,,,,,,,,
99,97,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,97,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,97,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,97,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,97,97,94,94,94,94,86,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,97,97,91,91,88,85,85,,,,,,,,,,,,,,,,,,,,,,,,,
98,97,97,94,94,94,94,86,,,,,,,,,,,,,,,,,,,,,,,,,,
98,96,94,91,91,88,85,85,,,,,,,,,,,,,,,,,,,,,,,,,,
98,96,94,91,91,88,85,85,,,,,,,,,,,,,,,,,,,,,,,,,,
98,96,94,90,89,89,89,85,,,,,,,,,,,,,,,,,,,,,,,,,,
98,96,94,90,89,89,89,85,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,97,96,96,94,91,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,97,96,96,94,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,95,,97,97,85,85,85,85,84,77,75,,,,,,,,,,,,,,,,,,,,,,
100,99,93,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,99,93,91,80,74,67,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,99,93,91,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,97,97,85,85,85,85,84,77,75,73,73,,,,,,,,,,,,,,,,,,,,,
100,,97,97,85,85,85,85,84,77,75,73,73,,,,,,,,,,,,,,,,,,,,,
100,,97,97,85,85,85,85,84,77,75,,,,,,,,,,,,,,,,,,,,,,,
100,97,90,79,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,97,81,81,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,97,81,81,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,97,85,85,85,85,84,77,75,73,73,,,,,,,,,,,,,,,,,,,,,,,
100,97,85,85,85,85,84,77,75,73,73,,,,,,,,,,,,,,,,,,,,,,,
97,81,81,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,81,81,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,85,85,85,85,84,77,75,,,,,,,,,,,,,,,,,,,,,,,,,,
97,74,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,74,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,74,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,74,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,74,69,,,73,66,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,73,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,75,73,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,82,80,78,78,77,68,63,63,,,,,,,,,,,,,,,,,,,,,,,,,
91,82,80,78,78,77,68,63,63,62,,,,,,,,,,,,,,,,,,,,,,,,
91,82,80,78,78,77,68,63,63,,,,,,,,,,,,,,,,,,,,,,,,,
91,82,80,78,78,77,68,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,96,95,95,95,94,94,90,90,90,90,90,87,86,83,81,,,,,,,,,,,,,,,,,,
99,96,95,95,95,94,94,90,90,90,90,90,87,86,83,81,,,,,,,,,,,,,,,,,,
90,88,87,84,79,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,88,87,84,79,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,92,92,91,78,71,66,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,92,92,91,78,71,66,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,92,92,91,78,71,66,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,92,92,91,78,71,66,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,98,95,94,92,92,92,92,90,90,,,,,,,,,,,,,,,,,,,,,,,,
99,98,95,94,92,92,92,92,90,90,,,,,,,,,,,,,,,,,,,,,,,,
99,98,95,94,92,92,92,92,90,90,,,,,,,,,,,,,,,,,,,,,,,,
99,97,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,97,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,97,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,97,97,96,96,96,96,91,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,97,97,91,91,90,86,83,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,96,94,91,91,90,86,83,,,,,,,,,,,,,,,,,,,,,,,,,
,98,96,95,95,89,88,88,83,,,,,,,,,,,,,,,,,,,,,,,,,
98,97,97,96,96,96,96,91,,,,,,,,,,,,,,,,,,,,,,,,,,
98,96,94,91,91,90,86,83,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,97,97,96,94,94,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,97,97,96,94,94,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,97,97,96,94,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,,95,,86,,74,,75,73,72,68,64,,,,,,,,,,,,,,,,,,,,,
97,,95,,86,,77,,74,,,,,,,,,,,,,,,,,,,,,,,,,
97,,95,,86,,74,,74,,,,,,,,,,,,,,,,,,,,,,,,,
93,,88,,76,,69,,64,62,,,,,,,,,,,,,,,,,,,,,,,,
95,,97,,83,,83,,72,72,70,68,,,,,,,,,,,,,,,,,,,,,,
88,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,83,79,74,72,71,71,71,71,,,,,,,,,,,,,,,,,,,,,,,,,
,83,79,74,72,68,68,68,62,,,,,,,,,,,,,,,,,,,,,,,,,
100,99,97,93,92,89,84,83,79,79,74,74,73,71,69,66,66,64,,,,,,,,,,,,,,,,
100,99,97,93,92,89,84,83,79,79,74,74,73,71,69,66,66,64,,,,,,,,,,,,,,,,
99,98,95,95,91,81,79,78,74,71,67,,,,,,,,,,,,,,,,,,,,,,,
99,98,95,93,89,81,79,77,73,72,70,,,,,,,,,,,,,,,,,,,,,,,
99,98,95,94,91,91,91,89,86,75,72,,,,,,,,,,,,,,,,,,,,,,,
99,98,95,94,91,91,91,89,86,75,72,71,67,,,,,,,,,,,,,,,,,,,,,
99,98,95,94,91,91,91,89,86,75,72,71,67,,,,,,,,,,,,,,,,,,,,,
99,98,92,90,90,90,88,83,82,76,72,70,68,,,,,,,,,,,,,,,,,,,,,
99,98,92,90,90,90,88,83,82,76,72,70,68,,,,,,,,,,,,,,,,,,,,,
99,92,88,85,85,83,83,80,80,71,71,68,66,,,,,,,,,,,,,,,,,,,,,
98,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,76,76,71,67,63,63,57,57,57,,,,,,,,,,,,,,,,,,,,,,
,,,76,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,93,93,93,92,92,92,87,,,,,,,,,,,,,,,,,,,,,,,,,,
94,93,93,93,92,92,92,87,,,,,,,,,,,,,,,,,,,,,,,,,,
94,93,93,93,92,92,92,87,87,87,,,,,,,,,,,,,,,,,,,,,,,,
94,93,93,93,92,92,92,87,87,87,87,87,,,,,,,,,,,,,,,,,,,,,,
100,98,97,94,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,97,94,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,97,94,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97,83,,82,,82,,77,,73,,,,,,,,,,,,,,,,,,,,,,,
73,,69,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,,95,,91,,80,,78,77,76,75,,,,,,,,,,,,,,,,,,,,,,
96,,95,,85,,77,,73,71,71,71,,,,,,,,,,,,,,,,,,,,,,
,97,,87,84,77,76,75,74,74,,,,,,,,,,,,,,,,,,,,,,,,
,97,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97,90,89,77,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97,90,89,77,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,89,88,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,89,88,85,70,68,68,67,62,,,,,,,,,,,,,,,,,,,,,,,,,
,91,75,74,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,91,80,79,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,91,80,79,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,91,80,79,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,91,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,91,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,98,97,95,95,93,90,87,84,76,75,73,72,,,,,,,,,,,,,,,,,,,,,
99,95,94,93,93,85,80,76,76,76,70,66,66,,,,,,,,,,,,,,,,,,,,,
99,98,97,95,88,82,79,77,75,68,68,68,67,,,,,,,,,,,,,,,,,,,,,
99,97,96,93,92,91,91,91,88,82,,,,,,,,,,,,,,,,,,,,,,,,
99,96,95,95,95,93,92,92,81,81,,,,,,,,,,,,,,,,,,,,,,,,
98,97,96,92,91,87,83,81,81,78,78,75,75,75,75,74,,,,,,,,,,,,,,,,,,
95,95,94,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,95,94,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,84,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,84,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,98,97,97,92,90,88,79,74,70,68,,,,,,,,,,,,,,,,,,,,,,,
99,98,97,95,92,90,89,80,77,73,69,,,,,,,,,,,,,,,,,,,,,,,
99,98,97,95,92,89,87,84,83,71,69,,,,,,,,,,,,,,,,,,,,,,,
99,98,97,95,95,89,87,84,83,71,69,,,,,,,,,,,,,,,,,,,,,,,
98,98,96,95,95,89,86,85,85,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,96,95,95,89,86,85,85,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,96,95,95,89,86,85,85,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,98,97,95,94,88,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,98,97,95,94,88,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,94,93,91,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,97,95,95,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,98,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,96,95,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,98,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,95,85,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,95,85,,82,,79,,56,,48,,,,,,,,,,,,,,,,,,,,,,,
,95,91,,82,,79,,56,,48,,,,,,,,,,,,,,,,,,,,,,,
,95,91,,82,,79,,55,,,,,,,,,,,,,,,,,,,,,,,,,
,95,77,,82,,79,,55,,,,,,,,,,,,,,,,,,,,,,,,,
,95,77,,80,,77,,53,,,,,,,,,,,,,,,,,,,,,,,,,
75,,75,,68,,53,,44,,,,,,,,,,,,,,,,,,,,,,,,,
,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97,,89,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97,,91,,86,83,80,79,75,75,75,,,,,,,,,,,,,,,,,,,,,,
,97,,91,,86,83,80,79,60,,,,,,,,,,,,,,,,,,,,,,,,
,97,,91,,86,83,80,79,60,,,,,,,,,,,,,,,,,,,,,,,,
,97,95,94,91,86,85,84,,,,,,,,,,,,,,,,,,,,,,,,,,
,97,94,94,91,86,85,84,,,,,,,,,,,,,,,,,,,,,,,,,,
,97,94,94,91,89,86,86,,,,,,,,,,,,,,,,,,,,,,,,,,
,97,95,93,93,89,86,86,,,,,,,,,,,,,,,,,,,,,,,,,,
,97,95,93,93,92,90,86,,,,,,,,,,,,,,,,,,,,,,,,,,
,97,95,93,93,92,90,86,,,,,,,,,,,,,,,,,,,,,,,,,,
,62,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,85,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,98,95,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,98,95,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,97,95,95,92,91,88,88,,,,,,,,,,,,,,,,,,,,,,,,,,
97,91,87,87,82,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,95,95,93,92,83,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,95,95,93,92,83,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,95,95,93,89,81,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,98,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,98,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,96,96,,83,,81,,63,,60,,,,,,,,,,,,,,,,,,,,,,,
,96,96,,85,,81,,67,,57,,,,,,,,,,,,,,,,,,,,,,,
99,98,94,92,90,86,86,85,,,,,,,,,,,,,,,,,,,,,,,,,,
99,98,94,92,90,86,86,85,,,,,,,,,,,,,,,,,,,,,,,,,,
95,91,88,81,81,80,80,78,,,,,,,,,,,,,,,,,,,,,,,,,,
,97,,80,,79,79,79,79,74,74,73,71,71,,,,,,,,,,,,,,,,,,,,
98,97,97,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,,95,,95,,79,,78,78,75,74,68,,,,,,,,,,,,,,,,,,,,,
97,,95,,95,,79,,78,78,75,74,,,,,,,,,,,,,,,,,,,,,,
87,,76,,68,,52,,51,,,,,,,,,,,,,,,,,,,,,,,,,
87,,76,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,,67,,62,,54,,46,,,,,,,,,,,,,,,,,,,,,,,,,
81,,67,,62,,57,,54,53,53,,,,,,,,,,,,,,,,,,,,,,,
80,,73,,68,,57,,54,53,53,,,,,,,,,,,,,,,,,,,,,,,
100,,89,,81,81,75,75,,,,,,,,,,,,,,,,,,,,,,,,,,
59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,96,94,94,92,92,87,83,81,81,81,74,74,70,64,,,,,,,,,,,,,,,,,,,
99,76,75,73,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,98,94,90,89,80,76,72,,,,,,,,,,,,,,,,,,,,,,,,,,
99,98,97,94,91,90,82,80,76,72,71,71,65,59,,,,,,,,,,,,,,,,,,,,
99,,98,93,92,91,86,82,82,82,76,71,70,68,,,,,,,,,,,,,,,,,,,,
77,73,66,65,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,73,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,73,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,73,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,73,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,73,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,76,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,91,82,73,70,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,91,86,77,72,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,91,86,77,72,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,89,86,77,72,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,89,84,81,74,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,89,84,81,74,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,96,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,96,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,96,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,96,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,98,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,98,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,98,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,96,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,98,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,94,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,93,89,89,84,82,78,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,,95,,97,,90,,85,82,82,82,78,76,76,,,,,,,,,,,,,,,,,,,
96,,95,,93,,75,,60,,,,,,,,,,,,,,,,,,,,,,,,,
96,,95,,95,,86,,70,,,,,,,,,,,,,,,,,,,,,,,,,
,97,,97,,89,,72,,,,,,,,,,,,,,,,,,,,,,,,,,
,97,,79,,68,,60,56,,,,,,,,,,,,,,,,,,,,,,,,,
,97,,86,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97,,90,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97,,90,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97,,89,,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,97,91,90,88,88,86,81,81,81,81,80,76,76,71,66,,,,,,,,,,,,,,,,,,
