Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34
99,97,94,91,88,86,83,82,80,77,76,73,69,67,,,,,,,,,,,,,,,,,,,,
99,97,94,91,88,86,83,82,80,77,76,73,69,67,,,,,,,,,,,,,,,,,,,,
99,99,96,94,93,93,90,90,89,88,85,83,82,,,,,,,,,,,,,,,,,,,,,
96,94,93,92,90,89,86,85,81,,,,,,,,,,,,,,,,,,,,,,,,,
87,84,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,94,93,91,86,83,76,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,97,96,95,95,95,95,94,94,91,88,86,,,,,,,,,,,,,,,,,,,,,,
93,91,88,85,81,76,73,69,64,62,61,57,,,,,,,,,,,,,,,,,,,,,,
98,98,98,95,91,86,86,86,83,79,,,,,,,,,,,,,,,,,,,,,,,,
98,98,95,91,87,83,80,77,76,75,,,,,,,,,,,,,,,,,,,,,,,,
98,98,95,91,87,83,80,77,76,75,,,,,,,,,,,,,,,,,,,,,,,,
95,94,91,90,89,88,88,86,,,,,,,,,,,,,,,,,,,,,,,,,,
95,94,91,90,89,88,88,86,,,,,,,,,,,,,,,,,,,,,,,,,,
100,98,95,93,89,89,89,88,86,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,97,95,94,91,90,84,79,,,,,,,,,,,,,,,,,,,,,,,,,
98,93,91,91,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,94,91,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,94,91,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,97,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97,,93,92,92,89,85,81,81,77,77,76,,,,,,,,,,,,,,,,,,,,,
,97,,93,92,92,89,85,81,81,77,77,76,,,,,,,,,,,,,,,,,,,,,
,97,,93,91,88,83,78,74,74,72,71,68,,,,,,,,,,,,,,,,,,,,,
,97,,93,91,88,83,78,74,74,72,71,68,,,,,,,,,,,,,,,,,,,,,
,97,,93,91,91,80,74,69,66,,,,,,,,,,,,,,,,,,,,,,,,
98,96,94,93,89,83,79,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,97,93,92,87,84,81,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,96,94,92,86,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,96,94,92,86,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,98,95,92,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,97,95,92,89,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97,,95,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97,,95,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,94,94,94,86,86,82,82,81,81,,,,,,,,,,,,,,,,,,,,,,,,
,94,94,94,86,85,80,80,79,,,,,,,,,,,,,,,,,,,,,,,,,
,95,94,93,92,85,80,80,79,,,,,,,,,,,,,,,,,,,,,,,,,
99,98,98,96,95,92,92,88,86,85,84,,,,,,,,,,,,,,,,,,,,,,,
99,98,98,96,95,92,90,89,83,82,77,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,,93,,86,,83,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,,85,,81,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,,95,,95,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,,95,,89,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,,93,,94,,83,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,,94,,96,,94,,97,,92,89,,,,,,,,,,,,,,,,,,,,,,
97,,93,,86,,83,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,,93,,86,,83,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,88,,89,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,93,,75,,75,,68,,,,,,,,,,,,,,,,,,,,,,,,,,
,93,,75,,75,,68,,,,,,,,,,,,,,,,,,,,,,,,,,
,93,,75,,75,,68,,,,,,,,,,,,,,,,,,,,,,,,,,
,93,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,94,,95,,93,,88,87,87,86,,,,,,,,,,,,,,,,,,,,,,,
,94,,95,,93,,93,92,92,86,83,78,77,,,,,,,,,,,,,,,,,,,,
,94,,95,,93,,93,92,92,86,77,76,75,,,,,,,,,,,,,,,,,,,,
,95,,82,,76,73,70,70,67,65,,,,,,,,,,,,,,,,,,,,,,,
,95,,93,,92,84,84,75,,,,,,,,,,,,,,,,,,,,,,,,,
,95,,93,,86,83,81,78,,,,,,,,,,,,,,,,,,,,,,,,,
,95,,87,87,87,80,79,,,,,,,,,,,,,,,,,,,,,,,,,,
,97,,93,91,91,83,82,80,78,77,77,,,,,,,,,,,,,,,,,,,,,,
,97,,93,91,90,82,79,77,77,73,,,,,,,,,,,,,,,,,,,,,,,
,97,,94,91,90,82,77,76,76,75,75,,,,,,,,,,,,,,,,,,,,,,
,97,,94,91,90,82,77,76,76,75,75,,,,,,,,,,,,,,,,,,,,,,
,97,,94,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97,,92,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97,,92,91,91,86,77,72,,,,,,,,,,,,,,,,,,,,,,,,,
,97,,92,89,89,83,74,69,,,,,,,,,,,,,,,,,,,,,,,,,
,97,,93,88,86,76,72,69,,,,,,,,,,,,,,,,,,,,,,,,,
,97,,93,88,86,76,72,69,,,,,,,,,,,,,,,,,,,,,,,,,
,97,,93,88,86,76,72,,,,,,,,,,,,,,,,,,,,,,,,,,
,94,88,87,77,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,94,88,87,77,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,94,88,87,77,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,93,84,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,84,76,73,67,,,,,,,,,,,,,,,,,,,,,,,,,,,
,95,85,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,78,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,92,90,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,98,97,97,,93,91,88,86,85,,,,,,,,,,,,,,,,,,,,,,,,
99,98,97,97,,93,91,88,86,85,82,81,78,76,74,,,,,,,,,,,,,,,,,,,
99,98,97,97,,93,91,88,86,85,82,81,78,76,74,,,,,,,,,,,,,,,,,,,
99,98,95,94,,92,89,85,84,83,82,81,75,72,70,,,,,,,,,,,,,,,,,,,
99,98,95,94,,92,89,85,84,83,82,81,75,72,70,,,,,,,,,,,,,,,,,,,
99,98,95,94,,92,89,85,84,83,82,81,75,72,70,,,,,,,,,,,,,,,,,,,
99,98,95,94,,90,87,84,77,76,74,71,68,63,59,,,,,,,,,,,,,,,,,,,
99,98,96,96,,92,86,83,81,80,78,75,75,73,69,,,,,,,,,,,,,,,,,,,
99,98,96,96,,92,86,83,81,80,78,75,75,73,69,,,,,,,,,,,,,,,,,,,
99,98,98,,95,93,90,87,84,78,76,75,69,67,,,,,,,,,,,,,,,,,,,,
99,98,98,,95,93,90,87,84,78,76,75,69,67,,,,,,,,,,,,,,,,,,,,
99,98,98,,95,93,90,87,84,78,76,,,,,,,,,,,,,,,,,,,,,,,
99,98,98,,95,93,90,87,84,78,76,,,,,,,,,,,,,,,,,,,,,,,
99,98,98,,95,93,90,87,84,78,76,,,,,,,,,,,,,,,,,,,,,,,
99,98,98,,95,93,90,87,84,78,76,,,,,,,,,,,,,,,,,,,,,,,
99,98,98,,95,93,90,87,84,78,76,74,70,65,,,,,,,,,,,,,,,,,,,,
99,98,98,,95,93,90,87,84,78,,,,,,,,,,,,,,,,,,,,,,,,
99,97,97,,93,91,88,86,85,,,,,,,,,,,,,,,,,,,,,,,,,
99,97,97,,93,91,88,86,85,,,,,,,,,,,,,,,,,,,,,,,,,
99,96,,92,88,85,84,80,,,,,,,,,,,,,,,,,,,,,,,,,,
99,96,,92,88,85,84,80,,,,,,,,,,,,,,,,,,,,,,,,,,
99,96,,92,88,85,84,80,,,,,,,,,,,,,,,,,,,,,,,,,,
96,96,,94,89,85,80,77,73,69,69,,,,,,,,,,,,,,,,,,,,,,,
96,96,,94,89,85,80,77,73,69,69,65,61,,,,,,,,,,,,,,,,,,,,,
96,96,,94,89,85,80,77,73,69,69,65,61,,,,,,,,,,,,,,,,,,,,,
96,96,,94,94,94,94,93,93,91,91,88,,,,,,,,,,,,,,,,,,,,,,
99,97,,95,94,92,92,89,86,85,,,,,,,,,,,,,,,,,,,,,,,,
99,97,,95,94,92,92,89,86,85,,,,,,,,,,,,,,,,,,,,,,,,
99,97,,95,94,92,92,89,86,85,,,,,,,,,,,,,,,,,,,,,,,,
,98,97,95,93,93,87,86,85,81,80,,,,,,,,,,,,,,,,,,,,,,,
,98,96,94,91,89,88,86,83,81,80,,,,,,,,,,,,,,,,,,,,,,,
,98,96,94,89,89,88,84,81,80,77,,,,,,,,,,,,,,,,,,,,,,,
,98,96,93,89,89,88,85,83,81,81,,,,,,,,,,,,,,,,,,,,,,,
,98,98,96,91,89,86,86,79,73,69,,,,,,,,,,,,,,,,,,,,,,,
,98,98,94,91,87,86,85,80,76,71,,,,,,,,,,,,,,,,,,,,,,,
98,97,96,84,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,97,96,84,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,96,91,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,80,76,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,96,84,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,90,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,81,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,81,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,81,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,97,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,93,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,78,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97,,93,,91,88,84,79,74,69,67,,,,,,,,,,,,,,,,,,,,,,
,97,,93,,91,88,84,79,74,69,67,,,,,,,,,,,,,,,,,,,,,,
,95,89,84,76,73,69,68,65,64,60,58,55,,,,,,,,,,,,,,,,,,,,,
93,88,87,87,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,88,87,87,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,90,85,78,71,67,65,62,,,,,,,,,,,,,,,,,,,,,,,,,,
98,95,92,87,87,83,78,74,,,,,,,,,,,,,,,,,,,,,,,,,,
98,95,92,87,87,83,78,74,,,,,,,,,,,,,,,,,,,,,,,,,,
,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97,,95,,87,,75,,69,69,69,,,,,,,,,,,,,,,,,,,,,,
,97,,95,,89,,82,,81,76,76,,,,,,,,,,,,,,,,,,,,,,
100,92,88,88,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,92,88,88,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,91,89,86,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,97,93,91,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,95,91,78,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,87,83,,78,75,73,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,96,95,91,87,82,77,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,98,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,98,95,91,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,98,95,91,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97,,91,,92,,62,,,,,,,,,,,,,,,,,,,,,,,,,,
,96,,79,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,96,,79,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,,82,,82,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,,82,,82,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,,91,,92,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,,82,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,,78,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,,78,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,94,,94,,92,83,78,,,,,,,,,,,,,,,,,,,,,,,,,,
,94,,79,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,94,,79,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,94,,79,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,94,,79,,76,76,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97,,83,,79,,,73,71,67,,,,,,,,,,,,,,,,,,,,,,,
,97,,83,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97,,97,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97,,97,,86,80,76,,,,,,,,,,,,,,,,,,,,,,,,,,
,97,,97,,86,80,76,75,72,72,72,,,,,,,,,,,,,,,,,,,,,,
,97,,97,,86,80,76,75,72,72,72,,,,,,,,,,,,,,,,,,,,,,
,97,,97,,86,80,76,75,72,72,72,,,,,,,,,,,,,,,,,,,,,,
,97,,97,,86,75,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97,,97,,86,86,82,75,72,72,72,,,,,,,,,,,,,,,,,,,,,,
,97,,97,,86,86,82,75,72,72,72,,,,,,,,,,,,,,,,,,,,,,
,82,,82,80,80,78,,,,,,,,,,,,,,,,,,,,,,,,,,,
,82,,82,80,80,78,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97,,94,83,78,71,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97,,94,83,78,71,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97,,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,87,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,86,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,95,93,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,95,93,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,95,93,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,94,94,94,93,,92,89,86,82,78,77,71,67,63,61,,,,,,,,,,,,,,,,,,
100,94,94,94,93,,92,89,86,82,78,77,71,67,63,61,,,,,,,,,,,,,,,,,,
100,94,94,94,93,,92,89,86,82,78,76,75,,,,,,,,,,,,,,,,,,,,,
100,94,94,94,93,,92,89,86,82,76,75,71,69,66,56,,,,,,,,,,,,,,,,,,
100,94,94,94,93,,92,89,86,82,76,75,71,69,66,56,,,,,,,,,,,,,,,,,,
100,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,94,92,92,,91,91,88,84,82,79,,,,,,,,,,,,,,,,,,,,,,,
99,97,,94,91,90,88,85,82,80,,,,,,,,,,,,,,,,,,,,,,,,
99,97,,94,91,90,88,85,82,80,,,,,,,,,,,,,,,,,,,,,,,,
99,97,,94,91,90,88,87,86,85,82,79,76,,,,,,,,,,,,,,,,,,,,,
99,99,,97,97,93,90,87,86,85,82,79,76,,,,,,,,,,,,,,,,,,,,,
99,99,,97,97,95,95,93,92,89,86,82,79,,,,,,,,,,,,,,,,,,,,,
98,95,72,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,95,91,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,95,91,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,95,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,95,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,79,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,95,,97,,94,,90,,81,,,,,,,,,,,,,,,,,,,,,,,,
97,95,91,77,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,86,83,,78,75,73,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,97,95,93,90,85,83,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,80,75,73,71,71,70,67,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,,,,,,,,,88,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,95,,81,,81,,81,,,,,,,,,,,,,,,,,,,,,,,,,,
71,67,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,91,76,76,70,70,70,69,,,,,,,,,,,,,,,,,,,,,,,,,,
,95,,85,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,95,,82,81,80,76,,,,,,,,,,,,,,,,,,,,,,,,,,,
,99,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,94,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,96,93,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,83,81,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,98,98,96,93,89,87,86,85,80,76,,,,,,,,,,,,,,,,,,,,,,,
99,98,98,96,93,89,87,86,85,80,76,,,,,,,,,,,,,,,,,,,,,,,
100,98,97,92,91,90,90,87,87,86,,,,,,,,,,,,,,,,,,,,,,,,
100,96,94,94,94,93,93,92,92,90,,,,,,,,,,,,,,,,,,,,,,,,
100,97,95,88,83,79,77,75,71,68,,,,,,,,,,,,,,,,,,,,,,,,
100,97,95,88,83,79,77,75,71,68,,,,,,,,,,,,,,,,,,,,,,,,
100,98,97,95,92,88,85,83,80,77,,,,,,,,,,,,,,,,,,,,,,,,
98,97,95,92,88,85,83,80,77,,,,,,,,,,,,,,,,,,,,,,,,,
98,97,91,88,84,80,78,76,71,,,,,,,,,,,,,,,,,,,,,,,,,
98,97,91,88,84,80,78,76,71,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,96,90,84,78,75,71,66,,,,,,,,,,,,,,,,,,,,,,,,,,
,88,,77,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,90,,92,,81,79,79,77,,,,,,,,,,,,,,,,,,,,,,,,,
,90,,92,,81,79,79,77,,,,,,,,,,,,,,,,,,,,,,,,,
,90,,92,,81,79,79,77,,,,,,,,,,,,,,,,,,,,,,,,,
,90,,92,,81,79,79,77,,,,,,,,,,,,,,,,,,,,,,,,,
,90,,92,,81,79,79,77,,,,,,,,,,,,,,,,,,,,,,,,,
,90,,92,,81,79,79,77,,,,,,,,,,,,,,,,,,,,,,,,,
,89,,84,82,80,77,,,,,,,,,,,,,,,,,,,,,,,,,,,
,95,,84,81,81,80,78,76,75,73,70,70,,,,,,,,,,,,,,,,,,,,,
,97,,93,87,86,84,77,73,71,70,,,,,,,,,,,,,,,,,,,,,,,
,97,,93,87,86,84,77,73,,,,,,,,,,,,,,,,,,,,,,,,,
,97,,93,92,91,90,77,73,,,,,,,,,,,,,,,,,,,,,,,,,
,97,,93,92,91,90,75,74,68,63,,,,,,,,,,,,,,,,,,,,,,,
,97,,93,92,91,90,75,73,72,70,70,69,,,,,,,,,,,,,,,,,,,,,
85,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,93,92,91,91,87,85,81,78,77,75,,,,,,,,,,,,,,,,,,,,,,,
99,93,92,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,94,93,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,94,93,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,94,94,91,91,88,87,87,86,86,85,84,,,,,,,,,,,,,,,,,,,,,,
99,94,94,91,91,88,87,87,84,83,82,,,,,,,,,,,,,,,,,,,,,,,
99,94,93,90,90,87,86,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,94,94,92,92,89,86,85,82,80,76,76,,,,,,,,,,,,,,,,,,,,,,
99,93,89,89,85,83,81,78,74,72,,,,,,,,,,,,,,,,,,,,,,,,
95,92,88,86,79,77,75,73,71,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,97,94,89,89,85,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,97,91,88,88,84,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,93,88,84,81,75,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,93,90,83,82,79,77,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,95,90,80,78,77,75,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,95,90,80,78,73,69,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,97,95,91,87,84,81,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,90,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
